trace_nb;correct_bytes_amp;hd_sum_amp;log2(key_rank)_amp;correct_bytes_phr;hd_sum_phr;log2(key_rank)_phr;correct_bytes_recombined;hd_sum_recombined;log2(key_rank)_recombined
50;0;61;127.34311;0;60;126.4798154;0;71;127.0399337
70;0;64;127.5291685;1;71;119.1669713;0;68;124.6428801
90;0;65;126.6118922;2;58;110.4745438;0;73;118.6096619
110;0;70;124.103771;2;57;103.0629905;1;61;110.4073377
130;0;58;124.1861835;4;54;94.59967989;2;51;103.0426542
150;0;56;124.2787595;4;47;91.5609184;2;53;100.0401673
170;0;64;124.2355355;3;57;88.94204158;3;45;96.86085301
190;0;56;122.7467257;4;45;83.51626652;3;49;91.74015669
210;0;63;125.4567217;6;42;86.32800411;3;59;93.94890723
230;0;68;123.8217661;6;27;84.73678089;4;44;88.37331478
250;1;64;119.5717422;6;42;80.66302014;5;43;77.74518375
270;1;65;115.2528727;7;31;81.33664146;7;30;75.547985
290;1;58;114.0017357;7;33;72.2783712;7;36;66.58101233
310;1;58;119.3732102;7;37;69.16351427;7;34;68.73842702
330;1;51;114.3872101;8;33;60.4568902;7;33;55.03947658
350;1;52;113.3419953;9;29;55.77073497;6;34;51.86716982
370;1;62;110.707425;9;24;55.86695289;8;27;51.48598764
390;2;52;105.3354964;10;25;52.44975859;9;26;42.82694796
410;1;61;106.1628219;10;20;48.93988485;10;28;41.60430908
430;1;60;105.0293128;10;24;45.54863046;11;21;38.33804606
450;2;65;100.2045912;10;21;39.23861286;11;20;34.38373197
470;1;66;105.6411212;10;25;42.25690737;10;23;40.16133275
490;2;62;97.58605885;10;22;40.09016002;11;22;31.87847382
500;1;73;95.22608716;10;26;37.84391528;11;22;29.92720174
530;3;52;91.47001007;10;23;37.91677272;11;22;27.95856963
560;2;67;91.75194057;10;23;36.29797301;12;19;27.90194934
590;3;62;80.91815274;10;25;37.21768743;12;20;26.49384736
620;4;55;73.34311863;11;24;29.86640835;11;23;18.05825074
650;2;60;80.43778428;10;29;34.42129175;11;24;19.55159187
680;2;64;78.65975978;10;34;31.70339814;12;21;18.49554668
710;3;61;77.97827663;10;31;29.92937291;12;24;19.2429624
740;4;57;69.66686721;10;34;28.78967216;11;29;16.13863179
770;6;44;71.48884368;11;28;30.07245502;12;23;18.00025864
800;5;54;69.10070776;12;22;26.86993033;13;17;13.88693494
830;7;43;64.1198827;11;26;26.36065402;13;17;15.46131957
860;7;46;67.07747017;13;16;23.07867986;12;23;14.52074144
890;7;42;66.09746716;11;28;24.12705681;12;23;17.60707742
920;7;45;67.29433855;12;22;21.03380004;11;28;15.51656185
950;7;47;69.44990027;12;22;21.17931019;11;28;14.85062638
980;7;45;67.34218933;13;17;17.91003953;11;28;13.46454575
1000;6;49;64.22164237;13;17;18.06206722;11;28;13.60813929
1040;6;48;59.64552693;11;28;17.98236417;12;23;13.40952353
1080;6;48;59.29737594;11;28;19.00683283;11;26;14.35038674
1120;6;48;54.97293858;11;27;16.16575103;12;21;13.44592013
1160;6;51;57.05188166;12;22;17.24148978;11;27;15.2458869
1200;6;51;49.08131922;12;22;18.68357036;11;27;14.42318158
1240;6;51;44.54343054;12;23;18.62328496;12;22;13.3586512
1280;6;51;41.03087187;12;22;17.24321118;12;24;12.9794252
1320;6;50;40.69683546;12;22;17.00761863;12;24;12.83348311
1360;7;45;36.00939245;12;23;15.24402929;11;29;10.83130724
1400;8;41;32.83424132;12;23;14.17476967;11;29;10.09143539
1440;9;34;30.22008656;12;23;14.79771218;12;24;10.04439412
1480;9;35;31.61748365;12;23;15.41190815;12;24;10.65374078
1520;8;40;33.79406857;12;23;15.33329514;12;24;11.55314928
1560;8;41;34.54914751;12;23;13.80685166;12;24;11.49735289
1600;8;43;32.94622197;12;23;12.61378946;12;24;10.43775207
1640;8;42;31.54308125;12;23;10.41362793;13;18;9.036173613
1680;7;47;33.61852985;12;23;8.550746785;13;18;8.965784285
1720;8;39;32.07771874;13;18;8.54689446;13;18;8.335390355
1760;10;30;32.12738594;12;22;8.573647187;13;18;8.982993575
1800;10;32;29.38803476;12;22;9.025139562;12;24;8.813781191
1840;10;29;32.22071512;14;11;8.939579214;12;24;9.136991112
1880;10;29;31.32594208;14;11;8.599912842;12;24;9.428360173
1920;11;25;29.47037487;13;16;8.535275377;13;17;8.118941073
1960;10;34;29.22630241;15;6;6.442943496;13;17;7.813781191
2000;10;34;28.94545183;14;11;5.700439718;14;11;7.257387843
2050;10;34;27.79131167;14;11;6.06608919;13;16;6.169925001
2100;11;28;25.99834901;14;11;4.584962501;13;17;5.357552005
2150;11;28;24.13138412;15;6;2.807354922;14;11;3.807354922
2200;12;21;25.56771959;15;6;1.584962501;14;11;4.321928095
2250;11;28;24.85423745;15;6;2;15;6;3
2300;11;28;25.73354718;15;6;2;14;11;3.169925001
2350;10;34;26.5021609;15;6;2;14;11;3.169925001
2400;10;35;23.8769167;15;6;1.584962501;15;6;1
2450;10;35;23.81110869;15;6;2;16;0;0
