trace_nb;correct_bytes_amp;hd_sum_amp;log2(key_rank)_amp;correct_bytes_phr;hd_sum_phr;log2(key_rank)_phr;correct_bytes_recombined;hd_sum_recombined;log2(key_rank)_recombined
3;0;67;126.5308602;0;67;126.5308602;0;67;126.5308602
4;0;58;127.0365908;0;58;127.0365908;0;58;127.0365908
5;0;64;127.1138239;0;64;124.2489706;0;68;126.2048845
6;0;66;127.752338;0;61;127.4210328;0;68;127.5968767
7;0;64;127.4278802;1;62;124.4621247;0;72;125.7458656
8;0;67;127.8631308;0;61;127.4774303;0;53;127.8051682
9;0;83;127.492583;0;54;126.3704706;0;76;126.89933
10;0;74;127.1529535;0;67;125.8591764;1;62;126.197117
11;0;59;127.8250199;0;64;126.647485;0;66;127.3862898
12;0;54;127.5794251;0;66;124.9146191;1;66;126.0660829
13;0;68;127.6067437;0;67;126.174544;0;67;126.8816008
14;0;60;127.2896034;0;75;127.0908165;0;60;127.2222308
15;0;58;126.2468246;0;74;125.879209;0;62;125.5491223
16;0;67;127.5972891;0;66;124.6217439;0;66;125.9545989
17;0;64;127.7946439;0;62;122.6609197;0;67;125.2418525
18;0;60;126.8925683;1;72;122.5405597;0;63;123.4736865
19;0;52;125.9428905;1;65;122.7574639;1;61;122.5853641
20;0;60;125.9454179;1;72;122.6215623;1;64;122.4892235
21;0;68;125.6118058;1;65;123.27401;1;64;122.7132923
22;1;56;125.1635398;1;60;121.4771088;0;66;120.7569549
23;0;67;123.4509587;1;62;122.8284769;0;70;120.5329473
24;0;66;123.6001814;1;52;122.8373408;1;69;120.654835
25;0;62;123.8390923;1;61;120.4829853;1;75;118.7864023
26;0;70;123.8505482;1;62;119.6689187;1;67;118.1180974
27;1;64;120.9736622;1;64;119.585029;1;70;115.596249
28;3;59;115.1692098;1;65;120.7976964;1;70;112.7990204
29;3;48;115.3540024;1;64;119.3407167;1;64;111.2915774
30;2;59;112.9800254;1;60;121.1597184;1;59;111.5051835
31;2;56;108.052107;1;68;121.2458901;1;66;108.3662891
32;3;60;106.6993291;0;68;120.3312235;1;65;106.2922112
33;3;60;100.7176939;0;67;122.9446249;1;66;106.7329316
34;3;61;103.3177776;1;58;121.1654329;1;65;105.2548585
35;3;66;102.3602007;1;61;121.1251759;1;69;104.7752166
36;3;56;97.39278318;1;60;120.4126744;2;62;101.0022044
37;3;61;92.60341413;1;66;121.9352848;2;57;99.94343531
38;3;57;87.99520119;1;61;120.9541708;1;66;94.68442965
39;3;53;87.72455617;1;68;121.0131533;3;61;94.14624045
40;3;59;83.20252205;1;65;122.0638055;3;58;93.50569889
41;3;61;82.43950075;1;62;121.7135304;3;57;92.46139901
42;4;55;78.57541601;1;64;120.8259372;4;50;89.09446152
43;4;54;76.38552927;2;62;120.1874001;4;46;87.66381261
44;5;57;77.27923965;2;57;117.6622118;4;52;84.50572099
45;6;50;69.83293957;2;61;116.7348487;5;50;79.30648148
46;6;55;66.87504122;2;68;118.1093911;6;47;78.31860032
47;6;52;65.75119861;2;61;118.2223888;5;48;78.22424085
48;5;51;63.26283995;2;59;116.5609605;5;50;72.26978615
49;5;55;62.33251393;2;60;115.7437536;6;47;71.28014653
50;7;46;57.61448687;2;61;114.5575265;8;36;66.53403838
51;7;47;51.7712207;1;58;114.056854;7;39;62.2952751
52;8;41;50.24930247;2;56;111.3593812;8;27;59.32900954
53;8;40;49.73946848;2;53;111.5966667;8;31;60.19941755
54;9;34;47.20972236;2;46;110.7635499;8;30;58.57177076
55;9;35;45.34815988;1;53;110.9726129;9;30;53.31322626
56;9;33;40.54447063;1;54;111.6009069;8;30;51.32309118
57;10;25;36.11825253;2;52;113.1009097;9;27;50.32814475
58;11;22;34.57989752;2;53;111.5544017;8;26;47.45473438
59;11;21;31.66109854;2;57;109.1351903;7;27;43.6626912
60;11;19;34.00509448;3;51;104.4781044;8;28;40.03579305
61;11;19;32.5490557;3;53;99.76633435;9;27;32.16752741
