trace_nb;correct_bytes_amp;hd_sum_amp;log2(key_rank)_amp;correct_bytes_phr;hd_sum_phr;log2(key_rank)_phr;correct_bytes_recombined;hd_sum_recombined;log2(key_rank)_recombined
95;10;7;11.77272695;14;2;4.169925001;16;0;0
96;10;7;11.46607646;14;2;4.087462841;16;0;0
97;10;7;11.39927792;14;2;3.584962501;16;0;0
98;10;7;12.00281502;14;2;3.584962501;16;0;0
99;10;7;11.73978061;14;2;3.459431619;16;0;0
100;10;7;11.70649602;14;2;3.169925001;16;0;0
101;10;7;11.30833903;14;2;3.584962501;16;0;0
102;10;7;11.87958325;14;2;3.459431619;16;0;0
103;10;7;12.05358654;14;2;3.459431619;16;0;0
104;10;7;12.04371086;14;2;3.321928095;16;0;0
105;10;7;11.56700537;14;2;3.169925001;16;0;0
106;10;7;12.74420315;14;2;3.169925001;16;0;0
107;9;8;12.90388185;14;2;3.169925001;16;0;0
108;9;8;13.02410078;14;2;3.169925001;16;0;0
109;10;7;11.86186234;14;2;3;16;0;0
110;9;8;12.28366717;14;2;3.807354922;16;0;0
111;9;8;12.39713981;14;2;3.807354922;16;0;0
112;9;8;13.3911093;14;2;3.459431619;16;0;0
113;9;8;13.71263447;14;2;3.169925001;16;0;0
114;9;8;12.71917488;14;2;3;16;0;0
115;9;8;13.74829769;14;2;3;16;0;0
116;9;8;12.69544581;14;2;3;16;0;0
117;9;8;12.64610864;14;2;3.321928095;16;0;0
118;10;7;13.39941145;14;2;3.584962501;16;0;0
119;10;7;13.88292957;14;2;3.321928095;16;0;0
120;10;7;13.04575966;14;2;3.169925001;16;0;0
121;10;7;12.87459719;14;2;3.459431619;16;0;0
122;10;7;12.65463603;14;2;3.169925001;16;0;0
123;11;6;12.76404222;14;2;3.169925001;16;0;0
124;11;6;13.0617087;14;2;3.584962501;16;0;0
125;11;6;12.75905594;14;2;3.459431619;16;0;0
126;10;7;12.26883437;14;2;3.321928095;16;0;0
127;9;8;12.8519442;14;2;3.700439718;16;0;0
128;10;7;12.35314683;14;2;3.700439718;16;0;0
129;11;6;12.24376903;14;2;3.169925001;16;0;0
130;11;6;11.99258434;14;2;3.169925001;16;0;0
131;10;7;11.94800213;14;2;3;16;0;0
132;11;6;11.89746734;14;2;3.169925001;16;0;0
133;10;7;11.59105477;14;2;2.807354922;16;0;0
134;10;7;11.97513146;14;2;3.169925001;16;0;0
135;10;7;11.99541385;14;2;3;16;0;0
136;10;7;11.36796071;14;2;3;16;0;0
137;10;7;11.32530546;14;2;3;16;0;0
138;10;7;11.22761594;14;2;3;16;0;0
139;10;7;10.43671154;14;2;3;16;0;0
140;10;7;10.33985;14;2;3;16;0;0
141;10;7;10.14974712;14;2;3;16;0;0
142;11;5;10.28308835;14;2;2.807354922;16;0;0
143;11;5;9.810571635;14;2;3;16;0;0
144;10;6;10.08214904;14;2;2.584962501;16;0;0
145;10;6;10.25738784;14;2;2.584962501;16;0;0
146;10;6;9.736401931;14;2;2.807354922;16;0;0
147;10;6;9.124121312;14;2;3;16;0;0
148;10;6;10.37721053;14;2;2.807354922;16;0;0
149;10;6;10.3858624;14;2;2.584962501;16;0;0
150;10;6;10.20945337;14;2;2.584962501;16;0;0
151;10;6;10.357552;14;2;3;16;0;0
152;10;6;10.08746284;14;2;2.321928095;16;0;0
153;10;6;10.83920379;14;2;2.584962501;16;0;0
154;10;6;9.357552005;14;2;2.807354922;16;0;0
155;10;6;8.906890596;14;2;3;16;0;0
156;10;6;9.554588852;14;2;3;16;0;0
157;11;5;9.977279923;14;2;3;16;0;0
158;10;6;9.882643049;14;2;2.584962501;16;0;0
159;9;8;10.15481811;13;3;3;16;0;0
160;9;8;10.02236781;13;3;3;16;0;0
161;9;8;9.832890014;13;3;3;16;0;0
162;11;6;9.554588852;14;2;2.807354922;16;0;0
163;9;8;9.686500527;14;2;2.807354922;16;0;0
164;9;8;9.22881869;14;2;3.459431619;16;0;0
165;9;8;8.754887502;14;2;2.807354922;16;0;0
166;10;7;9.942514505;14;2;2.807354922;16;0;0
167;11;6;9.888743249;14;2;2.807354922;16;0;0
168;11;6;9.614709844;14;2;2.807354922;16;0;0
169;10;7;9.22881869;14;2;3;16;0;0
170;10;7;9.63481105;14;2;3;16;0;0
171;9;8;9.108524457;14;2;2.807354922;16;0;0
172;9;8;9.647458426;14;2;3.459431619;16;0;0
173;9;8;9.842350343;14;2;2.807354922;16;0;0
174;10;6;9.6794801;14;2;3.321928095;16;0;0
175;9;7;9.717676423;13;3;3.321928095;16;0;0
176;10;6;9.303780748;13;3;3.321928095;16;0;0
