trace_nb;correct_bytes_amp;hd_sum_amp;log2(key_rank)_amp;correct_bytes_phr;hd_sum_phr;log2(key_rank)_phr;correct_bytes_recombined;hd_sum_recombined;log2(key_rank)_recombined
172;16;0;0;11;25;32.37133082;16;0;0
173;16;0;0;11;20;32.4752398;16;0;0
174;16;0;0;11;20;30.25098097;16;0;0
175;16;0;0;11;18;31.26371291;16;0;0
176;16;0;0;12;20;28.22605209;16;0;0
177;16;0;0;11;15;28.00714165;16;0;0
178;16;0;0;11;20;28.93777523;16;0;0
179;16;0;0;12;14;26.09485962;16;0;0
180;16;0;0;12;14;26.60077851;16;0;0
181;16;0;0;12;14;26.00252289;16;0;0
182;16;0;0;12;14;25.6337818;16;0;0
183;16;0;0;12;14;26.42864843;16;0;0
184;16;0;0;13;13;24.98161166;16;0;0
185;16;0;0;12;15;25.09665118;16;0;0
186;16;0;0;13;11;25.73062711;16;0;0
187;16;0;0;13;9;24.74848141;16;0;0
188;16;0;0;13;9;25.33801769;16;0;0
189;16;0;0;12;12;26.88468737;16;0;0
190;16;0;0;12;12;26.1213808;16;0;0
191;16;0;0;12;14;25.4514473;16;0;0
192;16;0;0;12;12;24.88091743;16;0;0
193;16;0;0;12;11;23.85393304;16;0;0
194;16;0;0;12;11;22.4455201;16;0;0
195;16;0;0;12;11;23.34268862;16;0;0
196;16;0;0;12;12;24.46750885;16;0;0
197;16;0;0;12;12;23.077888;16;0;0
198;16;0;0;12;12;21.80811341;16;0;0
199;16;0;0;12;12;22.02549275;16;0;0
