trace_nb;correct_bytes_amp;hd_sum_amp;log2(key_rank)_amp;correct_bytes_phr;hd_sum_phr;log2(key_rank)_phr;correct_bytes_recombined;hd_sum_recombined;log2(key_rank)_recombined
117;16;0;0;15;4;2.321928095;16;0;0
118;16;0;0;15;4;1.584962501;16;0;0
119;16;0;0;15;4;1;16;0;0
120;16;0;0;14;6;2;16;0;0
121;16;0;0;15;2;1.584962501;16;0;0
122;16;0;0;15;2;1.584962501;16;0;0
123;16;0;0;15;4;1;16;0;0
124;16;0;0;15;4;1.584962501;16;0;0
125;16;0;0;15;4;1.584962501;16;0;0
126;16;0;0;15;4;1.584962501;16;0;0
127;16;0;0;15;4;1;16;0;0
128;16;0;0;16;0;0;16;0;0
129;16;0;0;16;0;0;16;0;0
130;16;0;0;16;0;0;16;0;0
131;16;0;0;16;0;0;16;0;0
132;16;0;0;16;0;0;16;0;0
133;16;0;0;16;0;0;16;0;0
134;16;0;0;16;0;0;16;0;0
